platform,type,timestamp,ticker,isin,total_amount,quantity,price_per_share,currency,instrument_currency,fx_rate
Trading 212_ISA,BUY,13/06/2025,RR.L,GB00B63H8491,13.89,1.584965,872,GBP,GBX,100
Trading 212_GIA,SELL,29/05/2025,MAG5.L,XS2779861249,152.37,11.72109695,1300,GBP,GBX,100
HL_LISA,BUY,14/05/2025,0P0001FE43.L,GB00BH0P2M97,100,45.44,220.07,GBP,GBX,100
Trading 212_GIA,BUY,13/05/2025,MAG5.L,XS2779861249,30,2.72727263,1100,GBP,GBX,100
Trading 212_ISA,BUY,09/05/2025,EQQQ.L,IE0032077012,50,0.13541327,36924,GBP,GBX,100
Trading 212_ISA,BUY,14/04/2025,ARCK.L,IE000GA3D489,6.53,1.7800188,366.85,GBP,GBX,100
HL_LISA,BUY,09/04/2025,0P0001FE43.L,GB00BH0P2M97,100,50,198.98,GBP,GBX,100
Trading 212_ISA,BUY,04/04/2025,META,US30303M1027,97.99,0.25,504.97,GBP,USD,1.29029538
Trading 212_GIA,BUY,03/04/2025,MAG5.L,XS2779861249,30,3.7140203,807.75,GBP,GBX,100
Trading 212_ISA,BUY,02/04/2025,EQQQ.L,IE0032077012,50,0.13683633,36540,GBP,GBX,100
Trading 212_ISA,BUY,02/04/2025,ARCK.L,IE000GA3D489,50,13.0684785,382.6,GBP,GBX,100
Trading 212_GIA,BUY,31/03/2025,MAG5.L,XS2779861249,26,3.0633283,848.75,GBP,GBX,100
Trading 212_GIA,BUY,26/03/2025,MAG5.L,XS2779861249,30,2.21647572,1353.5,GBP,GBX,100
Trading 212_ISA,BUY,18/03/2025,EQQQ.L,IE0032077012,46.19,0.125,36950,GBP,GBX,100
AJBELL_LISA,BUY,06/03/2025,0P00000VC9.L,GB0006061963,1520,92.683,16.4,GBP,GBP,
Trading 212_ISA,BUY,03/03/2025,EQQQ.L,IE0032077012,50,0.12325288,40567,GBP,GBX,100
Trading 212_ISA,BUY,26/02/2025,EQQQ.L,IE0032077012,50,0.12163377,41107,GBP,GBX,100
Trading 212_ISA,BUY,21/02/2025,EQQQ.L,IE0032077012,52.92,0.1248378,42391,GBP,GBX,100
Trading 212_GIA,BUY,20/02/2025,WING,US9741551033,6.43,0.0331071,245.63,GBP,USD,1.26668177
Trading 212_GIA,BUY,20/02/2025,ACHR,US03945R1023,1.18,0.146447,10.19,GBP,USD,1.26465672
Trading 212_GIA,BUY,20/02/2025,CLS,CA15101Q2071,3.27,0.0330583,125.1,GBP,USD,1.26470744
Trading 212_GIA,BUY,20/02/2025,SOUN,US8361001071,5.31,0.599072,11.21,GBP,USD,1.26709379
Trading 212_GIA,BUY,20/02/2025,CLSK,US18452B2097,2.66,0.332092,10.13,GBP,USD,1.26469622
Trading 212_ISA,BUY,20/02/2025,EMEE.L,IE000OVF8Q66,700,165.42594,4.2315,GBP,GBP,1
Trading 212_GIA,BUY,20/02/2025,CMG,US1696561059,2.86,0.068361,52.91,GBP,USD,1.2646785
Trading 212_GIA,BUY,20/02/2025,OKLO,US02156V1098,4.23,0.124701,42.9,GBP,USD,1.267695
Trading 212_GIA,BUY,20/02/2025,LUNR,US46125A1007,3.72,0.235235,20,GBP,USD,1.2681132
Trading 212_GIA,BUY,20/02/2025,JOBY,KYG651631007,1.85,0.31196,7.5,GBP,USD,1.2647027
Trading 212_GIA,BUY,20/02/2025,PATH,US90364P1057,2.23,0.199173,14.16,GBP,USD,1.26470389
Trading 212_GIA,BUY,20/02/2025,NNOX,IL0011681371,2.94,0.57734,6.44,GBP,USD,1.26464952
Trading 212_GIA,BUY,20/02/2025,REGN,US75886F1075,2.4,0.0043733,694,GBP,USD,1.26461258
Trading 212_GIA,BUY,20/02/2025,IONQ,US46222L1089,4.18,0.15603,33.88,GBP,USD,1.26769697
Trading 212_GIA,BUY,20/02/2025,AI,US12468P1049,2.77,0.11689,29.97,GBP,USD,1.26469072
Trading 212_GIA,BUY,20/02/2025,RKLB,US7731211089,3.95,0.197065,25.35,GBP,USD,1.26791821
Freetrade,BUY,19/02/2025,IIND.L,IE00BZCQB185,96.84,14,6.91714286,GBP,GBP,
Trading 212_ISA,BUY,17/02/2025,SMT.L,GB00BLDYK618,297.36,26,1138,GBP,GBX,100
Trading 212_GIA,BUY,12/02/2025,PATH,US90364P1057,2.68,0.240929,13.77,GBP,USD,1.23790758
Trading 212_GIA,BUY,12/02/2025,CLSK,US18452B2097,3.14,0.38447,10.11,GBP,USD,1.23789544
Trading 212_GIA,BUY,12/02/2025,NNOX,IL0011681371,2.12,0.37868,6.93,GBP,USD,1.2378549
Trading 212_GIA,BUY,12/02/2025,APLD,US0381692070,2.35,0.39259,7.41,GBP,USD,1.23791144
Trading 212_GIA,BUY,12/02/2025,CMG,US1696561059,2.05,0.044907,56.51,GBP,USD,1.23789979
Trading 212_GIA,BUY,12/02/2025,JOBY,KYG651631007,2.35,0.39796,7.31,GBP,USD,1.23790961
Trading 212_GIA,BUY,12/02/2025,RKLB,US7731211089,2.28,0.101561,27.79,GBP,USD,1.23788604
Trading 212_GIA,BUY,12/02/2025,LUNR,US46125A1007,9.57,0.657795,18.01,GBP,USD,1.23921422
Trading 212_GIA,BUY,12/02/2025,IONQ,US46222L1089,2.97,0.097393,37.75,GBP,USD,1.23790765
Trading 212_GIA,BUY,12/02/2025,CLS,CA15101Q2071,3.2,0.0314396,126,GBP,USD,1.23793425
Trading 212_GIA,BUY,12/02/2025,ACHR,US03945R1023,2.61,0.34967,9.24,GBP,USD,1.23791218
Trading 212_GIA,BUY,12/02/2025,RXRX,US75629V1044,2.28,0.36232,7.79,GBP,USD,1.23792666
Trading 212_GIA,BUY,12/02/2025,REGN,US75886F1075,3.47,0.0064459,666.4,GBP,USD,1.24148779
Trading 212_GIA,BUY,12/02/2025,WING,US9741551033,2.92,0.011952,302.45,GBP,USD,1.23797342
Trading 212_GIA,BUY,12/02/2025,AI,US12468P1049,2.54,0.099189,31.7,GBP,USD,1.23790996
Trading 212_GIA,BUY,12/02/2025,SOUN,US8361001071,3.53,0.318963,13.7,GBP,USD,1.24141849
Trading 212_GIA,BUY,10/02/2025,RXRX,US75629V1044,1.84,0.28642,7.94,GBP,USD,1.23596456
Trading 212_GIA,BUY,10/02/2025,SOUN,US8361001071,2.24,0.17702,15.64,GBP,USD,1.23597892
Trading 212_GIA,BUY,10/02/2025,PATH,US90364P1057,2.49,0.212387,14.49,GBP,USD,1.2359388
Trading 212_GIA,BUY,10/02/2025,CLSK,US18452B2097,2.5,0.278378,11.1,GBP,USD,1.23599832
Trading 212_GIA,BUY,10/02/2025,ACHR,US03945R1023,2.61,0.33463,9.64,GBP,USD,1.23595141
Trading 212_GIA,BUY,10/02/2025,AI,US12468P1049,1.34,0.047883,34.59,GBP,USD,1.2360246
Trading 212_GIA,BUY,10/02/2025,IONQ,US46222L1089,2.55,0.077134,40.86,GBP,USD,1.23595891
Trading 212_GIA,BUY,10/02/2025,JOBY,KYG651631007,2.81,0.44528,7.8,GBP,USD,1.23600854
Trading 212_GIA,BUY,10/02/2025,NNOX,IL0011681371,2.72,0.465,7.23,GBP,USD,1.23601102
Trading 212_GIA,BUY,10/02/2025,WING,US9741551033,2.5,0.0098677,313.15,GBP,USD,1.2360281
Trading 212_GIA,BUY,10/02/2025,REGN,US75886F1075,3,0.0051795,715.82,GBP,USD,1.23586323
Trading 212_GIA,BUY,10/02/2025,LUNR,US46125A1007,16.46,1.052462,19.33,GBP,USD,1.23747508
Trading 212_GIA,BUY,10/02/2025,APLD,US0381692070,1.82,0.28368,7.93,GBP,USD,1.23603428
Trading 212_GIA,BUY,10/02/2025,RKLB,US7731211089,3.18,0.138443,28.39,GBP,USD,1.23597382
Trading 212_GIA,BUY,10/02/2025,CMG,US1696561059,1.86,0.039183,58.67,GBP,USD,1.23594979
Trading 212_ISA,BUY,07/02/2025,GOOGL,US02079K3059,151,1.0068605,186.34,GBP,USD,1.24440131
AJBELL_LISA,BUY,03/02/2025,EQQQ.L,IE0032077012,1259,3,41981.84,GBP,GBX,100
AJBELL_LISA,BUY,03/02/2025,ARCK.L,IE000GA3D489,997.69,197,506.44,GBP,GBX,100
AJBELL_LISA,BUY,03/02/2025,0P0000RU81.L,GB00B41YBW71,1200,159.4,752.83,GBP,GBX,100
Trading 212_ISA,BUY,29/01/2025,EQQQ.L,IE0032077012,50,0.11892019,42045,GBP,GBX,100
Trading 212_GIA,BUY,27/01/2025,JOBY,KYG651631007,2.13,0.31093,8.54,GBP,USD,1.24663953
Trading 212_GIA,BUY,27/01/2025,OKLO,US02156V1098,1.24,0.047831,32.32,GBP,USD,1.24669187
Trading 212_GIA,BUY,27/01/2025,CMG,US1696561059,2.46,0.053869,56.93,GBP,USD,1.24665128
Trading 212_GIA,BUY,27/01/2025,RKLB,US7731211089,1.8,0.076067,29.5,GBP,USD,1.24665361
Trading 212_GIA,BUY,27/01/2025,RXRX,US75629V1044,2.29,0.39323,7.26,GBP,USD,1.2466593
Trading 212_ISA,BUY,27/01/2025,EQQQ.L,IE0032077012,50.12,0.12290638,40779,GBP,GBX,100
Freetrade,BUY,27/01/2025,IIND.L,IE00BZCQB185,13.98,2,6.99,GBP,GBP,
Trading 212_GIA,BUY,27/01/2025,SOUN,US8361001071,2.57,0.217663,14.72,GBP,USD,1.24669235
Freetrade,SELL,27/01/2025,JGGI.L,GB00BYMKY695,11.75,2,5.875,GBP,GBP,
Trading 212_GIA,BUY,27/01/2025,PATH,US90364P1057,2.78,0.246676,14.05,GBP,USD,1.24668985
Trading 212_GIA,BUY,27/01/2025,LUNR,US46125A1007,5.26,0.294723,22.25,GBP,USD,1.24906414
Trading 212_GIA,BUY,27/01/2025,BBAI,US08975B1098,1.62,0.52869,3.82,GBP,USD,1.24666407
Trading 212_GIA,BUY,27/01/2025,APLD,US0381692070,2.79,0.45348,7.67,GBP,USD,1.24666365
Trading 212_GIA,BUY,27/01/2025,CLSK,US18452B2097,3.27,0.378523,10.77,GBP,USD,1.24669501
Trading 212_GIA,BUY,27/01/2025,NNOX,IL0011681371,2.85,0.45434,7.82,GBP,USD,1.24664519
Trading 212_GIA,BUY,27/01/2025,IONQ,US46222L1089,2.81,0.087843,39.88,GBP,USD,1.24668286
Trading 212_GIA,BUY,27/01/2025,CLS,CA15101Q2071,4.04,0.049104,102.57,GBP,USD,1.249776
Trading 212_GIA,BUY,27/01/2025,WING,US9741551033,3.23,0.0138946,289.81,GBP,USD,1.24668545
Trading 212_GIA,BUY,27/01/2025,AI,US12468P1049,2.44,0.096293,31.59,GBP,USD,1.24667863
Trading 212_GIA,BUY,27/01/2025,REGN,US75886F1075,3.89,0.0070564,687.26,GBP,USD,1.24989212
Trading 212_GIA,BUY,27/01/2025,ACHR,US03945R1023,2.57,0.33797,9.48,GBP,USD,1.24667533
Trading 212_GIA,BUY,15/01/2025,JOBY,KYG651631007,2.16,0.32641,8.08,GBP,USD,1.22101518
Trading 212_GIA,BUY,15/01/2025,CLSK,US18452B2097,1.79,0.196193,11.14,GBP,USD,1.22100001
Trading 212_GIA,BUY,15/01/2025,APLD,US0381692070,1.99,0.29704,8.18,GBP,USD,1.22099859
